,decode_batch,decode_len,cu_mask,avg_duration_2d_us,avg_duration_3d_us,avg_duration_reduce_segment_us,avg_decode_duration_us,avg_duration_2d_us_baseline,avg_duration_3d_us_baseline,avg_duration_reduce_segment_us_baseline,avg_decode_duration_us_baseline
238,4,4096,96.0,,115.77133333333332,5.078666666666666,120.84999999999998,,37.74,5.439333333333333,43.17933333333333
239,4,4096,304.0,,37.74,5.439333333333333,43.17933333333333,,37.74,5.439333333333333,43.17933333333333
240,4,512,128.0,,23.88166666666667,6.094333333333334,29.976000000000006,,12.829666666666668,5.586333333333333,18.416
241,4,512,160.0,,20.38,5.946666666666666,26.326666666666664,,12.829666666666668,5.586333333333333,18.416
242,4,512,32.0,,90.915,6.815333333333334,97.73033333333333,,12.829666666666668,5.586333333333333,18.416
243,4,512,64.0,,46.31966666666667,5.238666666666666,51.55833333333334,,12.829666666666668,5.586333333333333,18.416
244,4,512,96.0,,31.432,5.573,37.004999999999995,,12.829666666666668,5.586333333333333,18.416
245,4,512,304.0,,12.829666666666668,5.586333333333333,18.416,,12.829666666666668,5.586333333333333,18.416
246,4,8192,128.0,,152.73633333333333,4.757666666666666,157.494,,66.23166666666667,4.530666666666667,70.76233333333333
247,4,8192,160.0,,122.721,4.6370000000000005,127.358,,66.23166666666667,4.530666666666667,70.76233333333333
248,4,8192,32.0,,689.7113333333333,6.976,696.6873333333333,,66.23166666666667,4.530666666666667,70.76233333333333
249,4,8192,64.0,,329.461,5.171666666666667,334.6326666666667,,66.23166666666667,4.530666666666667,70.76233333333333
250,4,8192,96.0,,210.50833333333333,4.9046666666666665,215.41299999999998,,66.23166666666667,4.530666666666667,70.76233333333333
251,4,8192,304.0,,66.23166666666667,4.530666666666667,70.76233333333333,,66.23166666666667,4.530666666666667,70.76233333333333
252,64,2048,128.0,551.061,,,551.061,229.592,,,229.592
253,64,2048,160.0,444.67066666666665,,,444.67066666666665,229.592,,,229.592
254,64,2048,32.0,2481.424333333334,,,2481.424333333334,229.592,,,229.592
255,64,2048,64.0,1216.6903333333332,,,1216.6903333333332,229.592,,,229.592
256,64,2048,96.0,778.6080000000001,,,778.6080000000001,229.592,,,229.592
257,64,2048,304.0,229.592,,,229.592,229.592,,,229.592
258,8,1024,128.0,,62.99766666666667,6.428,69.42566666666667,,28.585333333333335,5.8,34.385333333333335
259,8,1024,160.0,,51.585,6.267666666666667,57.852666666666664,,28.585333333333335,5.8,34.385333333333335
260,8,1024,32.0,,263.36266666666666,11.452666666666666,274.81533333333334,,28.585333333333335,5.8,34.385333333333335
261,8,1024,64.0,,130.92600000000002,7.737666666666666,138.66366666666667,,28.585333333333335,5.8,34.385333333333335
262,8,1024,96.0,,80.38366666666667,6.374666666666666,86.75833333333334,,28.585333333333335,5.8,34.385333333333335
263,8,1024,304.0,,28.585333333333335,5.8,34.385333333333335,,28.585333333333335,5.8,34.385333333333335
264,8,16384,128.0,,570.6253333333334,5.933666666666667,576.5590000000001,,235.91266666666664,4.9046666666666665,240.8173333333333
265,8,16384,160.0,,458.516,5.546,464.062,,235.91266666666664,4.9046666666666665,240.8173333333333
266,8,16384,32.0,,2547.576333333333,10.972,2558.548333333333,,235.91266666666664,4.9046666666666665,240.8173333333333
267,8,16384,64.0,,1262.876,7.550666666666667,1270.4266666666667,,235.91266666666664,4.9046666666666665,240.8173333333333
268,8,16384,96.0,,750.8643333333333,6.267666666666667,757.132,,235.91266666666664,4.9046666666666665,240.8173333333333
269,8,16384,304.0,,235.91266666666664,4.9046666666666665,240.8173333333333,,235.91266666666664,4.9046666666666665,240.8173333333333
